40	a	52	e	f	0
5	b	34	d	z	0
95	c	25	a	p	0
23	d	17	a	j	0
96	e	69	c	B	0
9	b	41	d	g	0
3	a	26	b	H	0
15	d	21	e	C	0
86	a	43	d	o	0
73	d	71	b	z	0
6	b	64	c	p	0
48	d	55	a	k	0
89	c	22	a	H	0
33	a	6	a	p	0
13	a	0	c	o	0
81	c	82	e	q	0
37	e	28	a	u	0
89	d	54	a	z	0
21	c	44	a	h	0
24	e	43	d	h	0
15	a	90	e	D	0
67	c	21	d	y	0
93	c	11	c	n	0
11	e	88	b	E	0
36	c	23	c	f	0
88	d	33	e	o	0
18	b	17	b	r	0
65	d	82	c	s	0
2	d	7	d	h	0
38	b	1	c	t	0
69	c	46	b	t	0
7	e	0	b	x	0
14	e	37	e	o	0
76	d	39	b	E	0
67	b	13	c	o	0
96	c	4	e	w	0
72	c	88	b	A	0
24	a	61	e	j	0
43	e	33	e	x	0
100	d	11	c	B	0
86	b	92	e	j	0
34	c	44	e	t	0
67	d	49	c	C	0
30	d	35	c	w	0
94	d	49	a	g	0
35	e	70	c	z	0
9	d	10	a	F	0
4	c	96	a	u	0
68	a	100	c	m	0
1	c	98	a	z	0
49	b	16	d	k	0
31	a	15	a	H	0
30	e	3	d	s	0
10	d	57	c	j	0
98	d	66	e	p	0
63	e	75	e	q	0
4	c	95	b	w	0
62	d	30	a	w	0
1	a	90	e	i	0
76	d	6	b	m	0
54	a	66	b	u	0
20	c	100	d	h	0
18	d	80	a	m	0
42	e	44	a	k	0
70	c	96	e	z	0
39	c	29	d	f	0
48	c	59	c	G	0
29	c	61	b	q	0
58	e	51	b	m	0
37	c	35	b	t	0
94	d	43	d	t	0
38	e	22	c	f	0
61	b	36	e	l	0
75	d	95	d	s	0
35	b	71	a	A	0
29	e	68	d	f	0
60	e	74	e	x	0
30	a	36	c	z	0
43	d	61	c	i	0
76	e	97	b	w	0
8	a	99	c	m	0
24	e	88	b	f	0
19	a	16	a	h	0
1	a	56	e	g	0
11	b	17	a	C	0
29	a	14	b	n	0
52	b	1	c	z	0
5	c	44	d	f	0
63	a	51	d	z	0
37	b	61	e	B	0
21	a	54	a	r	0
26	a	95	d	j	0
69	d	3	b	z	0
94	e	64	d	o	0
3	e	61	a	t	0
22	c	97	d	i	0
100	d	84	a	l	0
55	b	57	c	p	0
53	c	7	d	m	0
50	c	75	a	o	0
24	d	80	a	h	0
68	c	37	d	A	0
92	b	68	e	j	0
7	c	91	e	s	0
62	b	30	e	n	0
3	b	6	e	n	0
66	b	30	b	z	0
12	d	35	a	p	0
49	a	16	c	l	0
7	d	39	d	t	0
51	d	34	b	z	0
26	d	96	c	C	0
85	b	16	a	q	0
71	a	21	c	r	0
71	c	19	b	q	0
23	d	51	c	G	0
95	b	98	c	z	0
41	e	83	b	s	0
94	c	94	a	z	0
31	e	97	a	s	0
51	c	46	b	m	0
60	d	46	b	r	0
92	d	13	d	H	0
53	e	28	c	u	0
83	b	79	e	u	0
87	e	45	a	w	0
4	b	26	a	s	0
50	d	46	d	x	0
50	d	9	b	r	0
12	a	48	d	u	0
41	a	37	a	z	0
20	d	16	b	D	0
0	b	73	e	F	0
1	d	78	a	t	0
39	d	70	a	y	0
95	b	78	c	G	0
12	a	84	a	D	0
57	c	98	c	h	0
49	e	51	d	B	0
12	b	73	c	z	0
97	b	83	c	z	0
85	e	87	c	x	0
2	d	1	a	F	0
57	d	90	b	p	0
86	d	61	e	f	0
29	d	0	a	l	0
3	d	57	c	B	0
56	a	19	a	q	0
47	d	8	e	G	0
32	b	10	d	s	0
53	b	72	c	H	0
98	a	14	c	g	0
89	b	50	a	u	0
26	d	18	b	E	0
18	a	9	b	s	0
23	c	16	d	B	0
80	e	6	e	h	0
8	d	13	e	y	0
46	e	7	c	u	0
72	d	81	a	p	0
80	e	81	d	G	0
60	a	83	c	G	0
64	b	85	d	r	0
13	b	21	a	g	0
74	d	78	c	z	0
32	a	47	b	f	1
50	d	83	e	C	1
19	d	43	e	B	1
92	d	68	d	C	1
16	e	82	d	w	1
50	a	9	d	y	1
46	b	13	a	g	1
10	b	75	a	n	1
89	d	15	d	n	1
4	d	44	e	w	1
56	e	28	e	u	1
3	d	77	c	g	1
61	d	71	b	y	1
82	e	70	d	A	1
7	e	89	d	u	1
84	b	19	c	s	1
96	e	62	c	m	1
0	c	95	c	B	1
35	a	46	a	z	1
25	a	44	a	w	1
73	a	40	c	y	1
20	c	66	e	B	1
76	e	30	d	k	1
2	d	28	d	r	1
74	b	43	a	f	1
60	b	38	b	B	1
97	e	4	b	D	1
60	d	28	c	g	1
40	b	37	e	q	1
4	c	19	c	u	1
24	c	58	b	v	1
65	b	55	d	p	1
12	d	51	b	q	1
17	e	74	a	E	1
67	e	5	a	k	1
2	d	51	d	t	1
2	b	44	a	y	1
96	b	90	d	u	1
12	c	90	b	n	1
13	a	85	d	x	1
11	d	36	c	F	1
95	d	66	d	o	1
5	e	86	e	w	1
11	a	70	b	H	1
60	e	37	b	f	1
40	c	69	d	q	1
87	c	44	c	y	1
77	a	57	b	F	1
95	e	40	e	l	1
34	a	83	c	s	1
99	b	19	e	q	1
75	d	95	e	B	1
69	b	50	a	w	1
65	d	78	a	u	1
18	c	59	a	E	1
35	a	89	e	E	1
14	b	67	d	D	1
97	c	69	d	s	1
98	a	58	c	k	1
47	a	35	a	m	1
98	e	50	d	z	1
86	e	45	e	k	1
53	b	87	c	F	1
11	e	53	a	F	1
21	c	50	b	E	1
41	c	22	b	G	1
53	b	6	a	v	1
63	e	12	d	u	1
44	e	21	d	v	1
80	a	55	b	F	1
91	e	62	d	p	1
3	b	74	e	j	1
40	a	33	c	F	1
65	b	59	d	g	1
85	d	41	a	o	1
48	a	66	d	o	1
15	b	45	a	G	1
28	d	42	c	H	1
50	d	30	e	q	1
27	c	15	b	A	1
89	a	30	d	t	1
86	e	53	b	n	1
12	c	80	e	f	1
39	e	100	b	y	1
95	c	24	a	u	1
48	b	15	e	G	1
21	e	43	a	q	1
33	e	52	e	D	1
91	c	4	d	u	1
2	d	43	c	B	1
70	e	88	b	i	1
10	a	39	a	h	1
27	e	39	b	q	1
8	b	26	d	F	1
88	c	38	c	q	1
64	e	81	c	y	1
95	c	89	c	t	1
56	e	22	d	o	1
49	a	59	c	H	1
73	d	3	c	F	1
10	c	99	c	F	1
8	b	97	b	q	1
23	a	66	b	v	1
77	d	0	b	s	1
31	d	46	d	f	1
66	b	74	e	q	1
61	e	27	b	A	1
38	d	59	b	x	1
99	c	31	e	v	1
0	a	69	c	j	1
20	c	84	e	s	1
78	d	36	e	i	1
88	c	3	b	q	1
2	a	69	b	r	1
21	c	5	a	u	1
3	d	5	c	q	1
26	d	41	a	y	1
38	b	24	e	v	1
57	b	16	d	G	1
6	d	82	b	w	1
35	e	51	d	r	1
69	b	34	e	n	1
21	c	5	d	t	1
44	d	9	b	E	1
64	e	55	d	D	1
69	e	9	d	k	1
39	b	38	c	l	1
65	e	90	b	z	1
89	c	36	a	r	1
30	e	88	d	t	1
79	c	5	e	F	1
98	e	60	b	t	1
51	c	82	c	m	1
51	c	69	b	q	1
10	b	73	e	j	1
6	d	57	e	q	1
15	b	2	b	F	1
57	e	12	d	u	1
51	e	42	b	q	1
85	d	94	e	C	1
56	b	2	c	H	1
28	a	95	c	u	1
23	d	28	c	y	1
12	e	55	e	E	1
72	e	69	b	f	1
96	d	69	d	F	1
63	e	92	d	p	1
98	c	71	d	k	1
40	c	41	c	k	1
21	c	52	b	l	1
11	e	67	e	u	1
15	a	12	a	h	1
9	e	43	a	i	1
88	c	64	e	y	1
44	b	6	d	E	1
69	e	59	e	H	1
91	b	23	b	y	1
88	e	66	d	u	1
71	a	4	c	z	1
96	a	77	d	y	1
38	a	82	a	i	1
27	b	7	e	f	1
53	c	42	e	i	1
41	e	69	a	l	1
53	b	1	b	u	1
21	c	35	d	F	1
14	d	89	a	q	1
27	b	73	a	A	1
8	b	42	b	r	1
17	e	61	b	t	1
94	a	61	a	m	1
81	c	34	e	D	1
6	a	44	e	h	1
72	c	48	a	B	1
50	e	35	e	y	1
88	c	30	a	B	1
50	a	61	d	s	1
90	c	23	a	h	1
5	c	74	a	F	1
59	b	2	e	H	1
6	c	86	a	w	1
55	d	41	c	B	1
30	b	26	d	f	1
76	b	6	b	i	1
60	e	60	e	y	1
16	b	33	e	f	1
95	e	22	a	h	1
16	d	52	c	f	1
47	d	89	e	F	1
84	b	87	a	i	1
98	a	77	b	E	1
5	a	6	b	i	1
64	b	65	d	g	1
55	b	59	a	i	1
51	c	64	e	q	1
60	a	14	c	r	1
9	a	13	e	w	1
33	e	56	d	z	1
12	e	45	a	s	1
86	b	96	a	t	1
62	a	38	e	i	1
46	d	62	c	y	1
18	d	14	b	q	1
6	c	79	d	h	1
17	a	97	c	G	1
2	c	18	b	y	1
11	e	31	d	p	1
79	a	47	e	i	1
93	b	78	d	s	1
29	d	62	c	r	1
2	e	91	e	x	1
36	a	69	d	s	1
17	a	16	a	r	1
83	b	35	c	p	1
83	a	39	a	r	1
55	e	80	d	q	1
68	c	17	e	B	1
99	c	90	b	j	1
62	b	29	c	l	1
16	a	83	e	q	1
39	d	8	e	y	1
80	d	7	e	l	1
76	a	26	a	B	1
46	c	30	b	s	1
83	a	67	e	j	1
3	e	88	a	s	1
3	b	87	c	o	1
4	c	7	b	n	1
9	a	17	a	A	1
34	e	74	b	l	1
70	b	6	b	r	1
61	d	55	e	i	1
10	c	54	d	w	1
93	c	89	b	s	1
19	e	29	b	i	1
74	e	32	e	v	1
92	c	35	c	B	1
35	b	52	e	l	1
12	c	66	d	f	1
44	b	83	a	h	1
31	d	26	b	h	1
62	c	96	a	l	1
92	e	14	b	z	1
78	a	20	b	h	1
14	b	26	c	s	1
23	b	9	e	m	1
35	e	95	a	s	1
78	d	36	b	D	1
84	a	54	a	q	1
77	b	98	c	z	1
50	d	47	e	G	1
70	a	39	b	f	1
93	a	70	b	f	1
18	d	58	c	l	1
33	d	95	d	h	1
47	b	98	a	x	1
13	e	85	e	q	1
66	e	83	a	j	1
49	e	37	e	i	1
40	d	89	b	u	1
99	c	27	e	o	1
26	c	66	a	t	1
39	c	94	b	s	1
13	b	8	a	H	1
55	a	56	d	l	1
68	b	23	e	m	1
39	e	70	c	C	1
85	e	57	a	n	1
0	d	19	a	n	1
55	e	13	d	F	1
4	a	72	b	i	1
70	b	25	c	q	1
96	e	13	e	o	1
94	c	16	e	s	1
60	e	10	c	i	1
30	c	33	c	k	1
40	c	91	a	r	1
100	c	15	b	f	1
18	d	69	c	G	1
64	c	27	c	A	1
47	a	66	b	f	1
31	a	96	b	B	1
95	b	61	d	u	1
44	b	70	e	C	1
48	d	5	c	l	1
61	b	43	d	t	1
25	a	8	d	g	1
74	d	79	d	u	1
99	b	55	a	y	1
45	b	53	d	y	1
4	a	56	b	r	1
100	c	52	b	f	1
88	b	56	a	D	1
35	d	11	d	C	1
59	c	0	a	l	1
3	a	85	c	n	1
45	d	95	d	E	1
90	a	29	a	s	1
11	c	96	a	H	1
79	a	71	c	r	1
65	c	98	d	A	1
55	d	92	b	D	1
65	c	66	d	A	1
22	a	1	a	v	1
6	c	25	d	w	1
8	d	43	e	H	1
76	e	67	b	y	1
62	c	11	e	r	1
77	d	77	c	n	1
27	d	85	e	v	1
7	e	21	d	B	1
88	c	16	e	C	1
99	a	61	d	B	1
94	a	67	d	r	1
82	c	93	d	o	1
1	b	0	c	D	1
59	c	66	b	i	1
58	a	15	c	g	1
37	b	16	c	H	1
71	b	49	c	B	1
89	e	23	e	k	1
95	c	49	e	w	1
28	a	48	e	q	1
44	e	13	b	y	1
78	b	57	c	q	1
28	c	44	c	m	1
90	c	80	a	G	1
97	d	28	a	i	1
13	c	93	d	D	1
70	b	69	c	w	1
68	b	20	b	t	1
33	b	55	d	n	1
6	c	22	c	h	1
13	b	58	a	u	1
21	c	87	e	n	1
7	a	69	d	G	1
57	c	92	c	j	1
53	b	79	a	x	1
62	e	17	a	t	1
32	c	53	b	x	1
60	d	99	e	w	1
61	a	7	d	G	1
40	a	48	a	A	1
53	b	8	d	u	1
18	a	37	a	n	1
76	c	12	e	x	1
62	e	78	b	n	1
80	b	72	b	q	1
9	b	82	b	f	1
97	c	42	e	A	1
95	d	81	c	n	1
73	d	59	b	q	1
11	d	80	c	H	1
91	e	46	a	i	1
13	d	86	e	p	1
89	e	59	e	j	1
86	b	89	d	m	1
39	e	69	c	G	1
34	c	98	b	z	1
51	d	99	c	C	1
61	e	76	c	n	1
94	c	13	a	B	1
14	e	16	d	G	1
87	b	42	c	D	1
6	c	7	b	k	1
18	e	51	c	B	1
45	e	57	e	G	1
25	e	35	b	E	1
13	e	50	b	y	1
24	c	58	e	A	1
76	d	92	e	r	1
84	a	84	e	E	1
19	e	51	a	A	1
73	c	90	a	f	1
12	e	4	a	v	1
55	a	52	a	G	1
62	d	43	b	l	1
1	b	95	d	r	1
39	b	83	b	n	1
10	d	37	e	D	1
78	a	64	d	t	1
35	b	82	d	k	1
54	a	63	c	H	1
89	c	89	c	t	1
35	a	31	b	m	1
79	d	16	c	G	1
59	b	88	b	k	1
84	a	91	d	w	1
99	a	87	b	o	1
77	b	31	e	f	1
79	d	6	c	A	1
7	d	93	e	o	1
82	d	10	b	f	1
27	d	5	a	x	1
78	b	16	a	C	1
24	c	75	b	g	1
31	e	78	c	E	1
79	c	22	a	o	1
76	b	48	e	G	1
3	b	48	e	F	2
74	b	34	b	l	2
52	a	52	b	f	2
69	d	76	e	h	2
51	c	7	a	v	2
66	c	24	e	r	2
11	a	85	c	y	2
71	a	30	a	l	2
45	b	50	e	o	2
98	e	69	c	g	2
8	d	19	b	A	2
50	e	90	c	g	2
68	d	42	b	g	2
56	d	85	e	o	2
4	c	78	e	f	2
94	b	68	a	l	2
62	e	74	a	i	2
86	b	69	d	u	2
97	e	95	a	s	2
63	d	56	b	H	2
11	c	54	d	r	2
84	e	88	a	E	2
11	d	13	c	r	2
1	e	59	e	A	2
46	e	50	e	B	2
13	d	1	d	f	2
40	c	20	e	w	2
100	d	91	a	o	2
85	c	86	a	w	2
30	a	24	e	C	2
0	c	87	a	q	2
61	b	47	b	r	2
69	d	48	d	i	2
81	b	32	b	o	2
97	a	89	a	f	2
78	b	86	e	p	2
84	d	61	c	n	2
66	c	49	e	w	2
51	e	95	d	v	2
43	d	0	b	u	2
43	c	54	a	D	2
26	e	74	a	k	2
32	b	59	e	x	2
0	d	25	b	C	2
89	e	58	a	l	2
31	c	93	d	n	2
46	d	54	e	q	2
7	b	4	c	n	2
31	e	97	a	B	2
38	c	40	c	k	2
16	a	36	b	G	2
3	d	68	a	H	2
62	b	23	e	w	2
92	c	10	a	x	2
81	d	93	b	t	2
82	c	90	e	y	2
59	b	29	e	s	2
86	e	52	d	t	2
27	b	32	e	f	2
14	e	2	b	x	2
51	c	88	e	k	2
97	b	52	b	l	2
67	b	96	c	q	2
6	c	74	b	l	2
25	e	30	a	y	2
88	b	11	c	A	2
63	c	81	d	t	2
21	b	58	b	H	2
50	e	40	d	p	2
49	a	21	e	t	2
12	b	80	b	E	2
96	e	59	b	y	2
42	d	64	e	h	2
6	d	70	b	z	2
94	e	3	c	f	2
1	a	70	a	o	2
83	a	47	c	m	2
32	a	61	d	u	2
40	a	21	d	p	2
66	c	76	b	v	2
73	c	55	e	A	2
38	b	91	a	D	2
96	d	97	b	w	2
21	a	43	b	k	2
75	c	57	e	l	2
90	e	78	b	j	2
81	c	16	d	u	2
31	e	52	d	f	2
71	b	89	b	m	2
38	c	2	d	j	2
65	a	88	d	o	2
17	a	87	e	H	2
42	b	64	a	h	2
17	d	82	a	k	2
0	c	6	a	f	2
88	c	1	d	s	2
76	b	25	a	w	2
48	d	89	c	m	2
18	b	15	a	k	2
47	b	30	b	g	2
94	a	33	a	g	2
24	b	69	d	x	2
56	c	1	b	m	2
80	d	57	e	H	2
45	b	81	c	l	2
93	c	83	b	E	2
49	d	37	b	k	2
44	e	41	a	q	2
100	e	49	a	B	2
92	c	45	d	t	2
56	e	31	d	r	2
3	a	28	c	v	2
63	e	94	e	p	2
3	a	35	d	q	2
13	a	51	a	F	2
64	b	92	b	s	2
55	a	8	d	w	2
62	e	15	e	n	2
80	b	19	e	E	2
78	e	62	d	i	2
45	c	18	e	r	2
85	e	3	a	w	2
86	a	81	a	t	2
53	c	39	b	h	2
85	d	12	d	x	2
42	e	14	c	r	2
78	e	76	e	z	2
55	a	22	c	B	2
78	d	94	d	G	2
31	a	96	d	t	2
59	e	92	d	H	2
44	d	73	e	G	2
32	c	61	c	z	2
18	e	39	c	m	2
49	d	89	e	n	2
56	b	3	c	H	2
80	c	17	b	f	2
46	b	44	d	v	2
29	c	9	b	i	2
32	c	66	c	v	2
2	a	40	b	m	2
81	c	87	e	n	2
51	c	57	b	B	2
28	a	41	c	v	2
81	c	10	a	x	2
26	c	1	b	A	2
9	b	17	d	r	2
93	a	67	e	F	2
0	b	46	a	A	2
85	b	23	b	l	2
3	d	3	a	H	2
23	d	33	c	t	2
13	e	22	a	y	2
60	b	20	b	u	2
58	b	30	b	E	2
80	b	46	b	r	2
41	a	46	e	B	2
28	d	68	b	F	2
67	d	74	b	G	2
25	c	91	b	H	2
59	b	54	e	B	2
62	a	43	c	n	2
3	b	77	d	s	2
89	d	98	a	p	2
80	c	90	c	j	2
19	b	76	c	E	2
4	c	44	c	j	2
99	a	98	c	i	2
12	c	64	b	G	2
36	c	78	a	f	2
30	b	42	e	r	2
46	d	58	a	u	2
24	a	75	d	n	2
74	c	48	c	i	2
95	d	77	a	q	2
80	a	84	c	D	2
19	b	64	d	x	2
40	c	18	b	j	2
80	b	22	d	s	2
52	b	79	d	H	2
84	a	59	c	g	2
78	b	18	e	F	2
64	b	2	c	n	2
33	d	5	a	x	2
89	b	43	a	h	2
47	c	86	c	y	2
11	b	37	e	w	2
5	b	79	e	E	2
71	e	59	c	z	2
98	e	18	c	p	2
17	c	99	d	h	2
94	a	91	c	y	2
16	a	16	b	B	2
13	d	58	a	z	2
46	d	11	a	u	2
69	e	62	c	j	2
51	c	46	e	C	2
41	e	59	e	t	2
24	b	32	b	G	2
69	c	73	b	D	2
26	b	24	a	C	2
94	e	47	d	y	2
28	a	66	a	p	2
86	c	28	c	t	2
92	a	6	a	B	2
24	c	82	d	x	2
73	c	18	a	l	2
14	b	88	d	x	2
87	a	33	a	H	2
25	e	8	e	A	2
48	e	16	d	C	2
94	e	17	d	D	2
96	d	81	d	z	2
91	c	100	e	q	2
46	b	73	b	E	2
16	e	5	c	i	2
78	d	79	d	s	2
100	b	31	e	x	2
87	c	86	e	i	2
83	a	34	b	B	2
78	b	64	d	r	2
4	c	31	d	o	2
57	b	17	e	B	2
88	b	41	d	q	2
58	e	1	b	h	2
6	e	8	b	i	2
23	a	82	b	t	2
52	d	71	b	z	2
48	c	9	e	w	2
1	c	79	a	j	2
91	b	16	b	s	2
99	b	63	e	t	2
59	a	99	c	p	2
70	e	94	a	l	2
96	d	23	c	l	2
66	d	78	d	E	2
86	d	26	c	i	2
25	b	91	b	h	2
100	c	75	c	l	2
34	e	51	c	p	2
48	b	26	d	j	2
8	e	75	b	n	2
8	a	70	a	t	2
69	c	71	d	v	2
75	b	53	d	C	2
23	c	70	d	F	2
59	b	42	e	h	2
94	a	26	a	u	2
96	e	89	d	E	2
6	b	77	c	l	2
39	b	78	e	C	2
80	e	4	b	v	2
72	b	67	b	x	2
70	a	59	b	i	2
80	c	49	a	u	2
83	b	75	e	B	2
12	d	64	b	C	2
46	b	46	e	x	2
56	a	8	c	C	2
86	c	41	e	x	2
81	b	81	b	v	2
76	b	29	e	E	2
19	d	48	c	B	2
3	d	36	c	l	2
54	d	35	a	v	2
44	d	19	b	u	2
21	b	52	b	B	2
55	c	56	a	o	2
72	c	100	c	n	2
66	e	79	a	E	2
66	c	25	b	u	2
84	a	32	d	G	2
51	a	56	c	A	2
76	b	44	b	B	2
0	b	25	c	u	2
27	a	43	e	E	2
52	a	79	a	l	2
93	b	99	c	o	2
43	a	96	c	E	2
26	c	55	c	h	2
47	d	39	e	f	2
88	d	55	e	C	2
85	e	30	c	h	2
59	b	89	b	u	2
56	a	43	e	H	2
79	d	24	a	z	2
54	e	12	c	p	2
71	c	91	b	D	2
84	b	95	e	B	2
88	c	28	d	q	2
58	b	60	a	h	2
89	d	90	a	v	2
53	d	16	b	m	2
79	a	23	d	l	2
55	e	11	e	w	2
27	b	69	b	H	2
24	d	53	d	g	2
100	e	45	b	B	2
94	e	12	b	j	2
19	b	48	b	l	2
58	e	10	a	y	2
20	b	29	c	C	2
27	c	38	d	q	2
10	c	29	a	m	2
78	b	50	d	m	2
89	d	32	a	g	2
48	a	24	e	E	2
84	c	67	b	j	2
96	d	76	d	D	2
49	d	35	c	p	2
66	c	15	b	F	2
12	d	7	d	F	2
29	b	69	c	w	2
51	d	15	d	j	2
83	e	5	d	f	2
3	e	98	b	l	2
65	d	27	e	v	2
87	a	15	c	p	2
32	a	9	b	h	2
65	b	82	a	n	2
68	e	2	d	C	2
89	c	17	b	p	2
55	e	28	c	j	2
86	e	59	b	G	2
54	e	37	e	f	2
15	b	83	e	k	2
80	a	46	d	v	2
14	a	92	e	p	2
40	d	85	a	p	2
68	a	62	c	k	2
63	c	84	d	l	2
79	d	46	b	w	2
52	e	5	c	y	2
61	c	38	e	s	2
17	c	42	b	r	3
27	a	34	d	r	3
24	d	67	b	A	3
88	b	25	a	q	3
38	c	22	b	l	3
12	b	59	e	y	3
71	c	57	b	G	3
